step,value,wall_time
1,0.8411032557487488,1765051039.139787
2,0.19485469162464142,1765051052.720968
3,0.9198368191719055,1765051066.4442728
4,0.9140245914459229,1765051080.2422626
5,0.8788531422615051,1765051093.989583
6,1.0208216905593872,1765051107.31526
7,1.0439724922180176,1765051120.817312
8,0.9834192991256714,1765051136.0433524
9,0.6024009585380554,1765051150.8049283
10,0.4433755874633789,1765051167.7747445
11,1.0955910682678223,1765051181.8381805
12,0.8996628522872925,1765051195.0227776
13,1.1089590787887573,1765051209.6135273
14,0.5811617374420166,1765051224.0326219
15,1.3900762796401978,1765051238.564751
16,1.206965684890747,1765051252.2476468
17,1.2357226610183716,1765051265.0139167
18,1.2380634546279907,1765051277.7585769
19,0.29548561573028564,1765051290.516027
20,0.7959854602813721,1765051391.824451
21,0.669973611831665,1765051406.4768765
22,0.5361519455909729,1765051421.697913
23,0.7382747530937195,1765051437.2965674
24,0.8751342296600342,1765051452.4714527
25,1.0810937881469727,1765051466.2360969
26,0.528278112411499,1765051480.3323038
27,0.6824776530265808,1765051494.1063948
28,0.7659395933151245,1765051507.6322308
29,0.7028716802597046,1765051521.8499968
30,0.7530576586723328,1765051536.0106385
31,0.6048281788825989,1765051550.0353367
32,0.8863891363143921,1765051563.889386
33,1.1001137495040894,1765051578.6698055
34,0.7714961767196655,1765051596.0368984
35,0.823978066444397,1765051612.1733935
36,1.3423322439193726,1765051626.55944
37,0.759547233581543,1765051641.5469334
38,0.7642694711685181,1765051656.2242162
39,0.845151960849762,1765051670.5724788
40,1.2204034328460693,1765051780.8314579
41,1.3092594146728516,1765051793.8919685
42,1.0243327617645264,1765051806.8581166
43,0.964491605758667,1765051819.779837
44,0.721375584602356,1765051832.6280427
45,0.9158316850662231,1765051845.9258666
46,0.9237414598464966,1765051858.675685
47,0.7637722492218018,1765051872.4244468
48,1.0624568462371826,1765051886.5628042
49,0.562220573425293,1765051900.4659975
50,1.0936315059661865,1765051916.2094584
51,0.908757209777832,1765051932.0243518
52,0.7522815465927124,1765051945.449704
53,0.7850834131240845,1765051958.8529863
54,1.0536835193634033,1765051972.2708895
55,1.0521208047866821,1765051985.8332388
56,0.7696157693862915,1765051999.8957434
57,1.0022908449172974,1765052014.3725717
58,1.111047625541687,1765052029.6604726
59,1.4947288036346436,1765052043.2905443
60,1.3271681070327759,1765052149.1958418
61,1.122267246246338,1765052163.8007722
62,1.1615445613861084,1765052178.5502155
63,1.1151633262634277,1765052191.5968175
64,0.6314752101898193,1765052204.7408843
65,1.0900911092758179,1765052217.6738951
66,1.1602768898010254,1765052230.4508643
67,1.6321824789047241,1765052243.7512772
68,0.6581405997276306,1765052256.6258817
69,1.288527011871338,1765052269.878839
70,1.2208788394927979,1765052282.963251
71,0.6029330492019653,1765052296.4193628
72,2.525056838989258,1765052309.653887
73,0.6405209898948669,1765052322.921704
74,1.1690995693206787,1765052336.0720634
75,1.4376585483551025,1765052349.08516
76,1.303361177444458,1765052362.6093445
