step,value,wall_time
1,1.0164693593978882,1765051039.1407893
2,1.0378808975219727,1765051052.720968
3,1.02495276927948,1765051066.4442728
4,1.0184780359268188,1765051080.243267
5,1.002045750617981,1765051093.989583
6,1.0056328773498535,1765051107.3162606
7,0.9770976901054382,1765051120.817312
8,0.9534310102462769,1765051136.044367
9,0.9768267869949341,1765051150.8059328
10,0.9620333909988403,1765051167.7757475
11,0.9526393413543701,1765051181.8381805
12,0.9583690166473389,1765051195.0237741
13,0.9648528695106506,1765051209.6135273
14,0.9496923089027405,1765051224.0336285
15,0.9495726823806763,1765051238.5657482
16,0.9465795159339905,1765051252.248718
17,0.9530259966850281,1765051265.014936
18,0.9273834228515625,1765051277.7585769
19,0.9488096833229065,1765051290.517072
20,0.9287460446357727,1765051391.824451
21,0.959968626499176,1765051406.4779785
22,0.9230377674102783,1765051421.698929
23,0.9207510352134705,1765051437.2975907
24,0.9164473414421082,1765051452.4724543
25,0.9186311364173889,1765051466.2360969
26,0.9116857051849365,1765051480.3333063
27,0.9512194395065308,1765051494.107396
28,0.941647469997406,1765051507.6332343
29,0.9294618964195251,1765051521.8510046
30,0.9279629588127136,1765051536.0116389
31,0.9315417408943176,1765051550.0363376
32,0.9268651604652405,1765051563.889386
33,0.934803307056427,1765051578.6710525
34,0.9265141487121582,1765051596.037907
35,0.9401009678840637,1765051612.1744208
36,0.9489579796791077,1765051626.5604439
37,0.961726188659668,1765051641.5469334
38,0.9506632089614868,1765051656.2252214
39,0.9613876938819885,1765051670.573931
40,0.9509092569351196,1765051780.8314579
41,0.9440172910690308,1765051793.8929763
42,0.9372549653053284,1765051806.8591466
43,0.9208970069885254,1765051819.780842
44,0.9183071851730347,1765051832.629051
45,0.9170363545417786,1765051845.9269743
46,0.952148973941803,1765051858.6766894
47,0.9386355876922607,1765051872.425461
48,0.9198032021522522,1765051886.5638156
49,0.9296801090240479,1765051900.4670172
50,0.9444044828414917,1765051916.2104611
51,0.9304208159446716,1765051932.025355
52,0.9456180930137634,1765051945.4507015
53,0.9215158224105835,1765051958.8539886
54,0.9359552264213562,1765051972.2718866
55,0.9300898313522339,1765051985.8332388
56,0.922901451587677,1765051999.8957434
57,0.9261916279792786,1765052014.3735688
58,0.9291035532951355,1765052029.6604726
59,0.9382374882698059,1765052043.2915418
60,0.9501222968101501,1765052149.1968393
61,0.9389640688896179,1765052163.801276
62,0.9418827891349792,1765052178.5512125
63,0.9430879950523376,1765052191.5968175
64,0.9391500353813171,1765052204.7418916
65,0.9242123365402222,1765052217.6738951
66,0.9501572251319885,1765052230.4508643
67,0.9371978044509888,1765052243.7512772
68,0.9376707077026367,1765052256.626888
69,0.9206936359405518,1765052269.879842
70,0.9411042928695679,1765052282.9642532
71,0.9330543279647827,1765052296.4203668
72,0.9479984045028687,1765052309.654888
73,0.9359557628631592,1765052322.9227028
74,0.9460546374320984,1765052336.0720634
75,0.9577999114990234,1765052349.08516
76,0.9419924020767212,1765052362.6103518
77,0.9343718886375427,1765052375.6796038
78,0.963857114315033,1765052389.034142
79,0.9448792934417725,1765052402.4536765
80,0.9582939743995667,1765052507.9457026
81,0.944242000579834,1765052522.1544788
82,0.9446947574615479,1765052536.393617
83,0.9449217915534973,1765052549.5247831
84,0.9510543942451477,1765052562.7902894
85,0.9322102665901184,1765052576.1594782
86,0.9346597194671631,1765052589.9138749
87,0.9504649043083191,1765052603.6808956
88,0.9328809380531311,1765052617.5403402
89,0.9415567517280579,1765052631.5077412
90,0.9510198831558228,1765052646.1978185
91,0.9305340647697449,1765052661.1773283
92,0.9467135667800903,1765052676.2527893
93,0.9553236961364746,1765052690.2292309
94,0.9250977039337158,1765052704.2916772
95,0.9252405166625977,1765052717.8677702
96,0.9459465742111206,1765052731.0564847
97,0.9439941048622131,1765052744.0923088
98,0.9317564964294434,1765052757.894518
99,0.9401258826255798,1765052771.6209607
100,0.9415442943572998,1765052877.652753
101,0.9443907141685486,1765052891.2427282
102,0.9452009201049805,1765052905.057757
103,0.9443384408950806,1765052918.1978965
104,0.9689190983772278,1765052931.8592255
105,0.9641737341880798,1765052945.0763185
106,0.9590349197387695,1765052958.776351
107,0.989524245262146,1765052972.9375856
108,0.9553588032722473,1765052987.5667734
